rowidnew,sentence,location,locnum,source,user
3289,an example is: like for sn it's really hard to find in the uk and i finally found some,uk,1,1,1
7545,i've looked at the canada site but from what i've read they get held at customs.,canada,1,1,0
15149,"seems like being in the uk sucks more than anywhere else for trying to get it, especially now.",uk,2,1,1
2608,i would like to look for another source of sn or n in canada.,canada,1,1,0
14806,he is also planing to take me to canada,canada,1,0,0
9921,"yeah apparently the poland guy was the best, he seems to have disappeared though, maybe just a hiatus.",poland,1,1,0
2371,"my package says salt for curing meat sodium salt nitrite/nitrate e251 food quality 99,5.% - 250g it was from a seller from poland advertising on popular auction site that people were talking about on here.",poland,1,1,0
8813,"he... sanctioned-suicide.org report of a successful suicide by sodium nitrite at christmas night https://www.theboltonnews.co.uk/news/bolton/19050910.system-may-failed-radcliffe-woman-mental-health-battle/ gwen oldekamp, from heerlen in the netherlands, was found dead at her home address in blackburn street, radcliffe, on christmas eve after a long battle with mental health problems.",netherlands,1,0,1
13955,"i have no sources for domestic sn but plenty for international, and was just curious if i'd get booked for importing sn to australia.",australia,1,0,1
150,"hi, i'm from spain and just ordered my sn from a poland seller.",spain,1,0,1
150,"hi, i'm from spain and just ordered my sn from a poland seller.",poland,2,1,0
19017,8evergo said: you can get many thinks in india with out problems only you need mony click to expand... ....,india,1,1,0
10439,"is that something you could possibly purchase in the us, and bring back across the boarder?",us,1,1,0
15062,"besides, mexico is as hot as a country gets, and is on the red list like amsterdam and venezuela.",mexico,1,0,0
15062,"besides, mexico is as hot as a country gets, and is on the red list like amsterdam and venezuela.",amsterdam,2,0,0
15062,"besides, mexico is as hot as a country gets, and is on the red list like amsterdam and venezuela.",venezuela,3,0,0
12933,i live in spain.,spain,1,0,1
6487,"iγçöm on the fence about my method of choice but sn seems to be next to impossible to order domestically uk>uk, so a lot of people order from places like ukraine, poland, india etc.",ukraine,1,1,0
6487,"iγçöm on the fence about my method of choice but sn seems to be next to impossible to order domestically uk>uk, so a lot of people order from places like ukraine, poland, india etc.",poland,2,1,0
6487,"iγçöm on the fence about my method of choice but sn seems to be next to impossible to order domestically uk>uk, so a lot of people order from places like ukraine, poland, india etc.",india,3,1,0
15970,i think one day science will be able to do so much more for people like us yesterday was the day when i finally absorbed that thought that the suffering of my brain will never go away and cbt is the only way out i am honestly so tired of suffering every month for ten days before my period seems unbearable i lost all my faith in reincarnation or spiritual things just want a peaceful way out thinking of leaving this body in a forest somewhere in northern europe using sn or n,northern europe,1,0,0
16138,"""γçï ""in 11 cases, there was clear evidence that the drug was purchased over the internet from mexico or china and imported into canada.",mexico,1,1,0
16138,"""γçï ""in 11 cases, there was clear evidence that the drug was purchased over the internet from mexico or china and imported into canada.",china,2,1,0
16138,"""γçï ""in 11 cases, there was clear evidence that the drug was purchased over the internet from mexico or china and imported into canada.",canada,3,0,1
12669,"i'm located in switzerland and the sn, 250g, came in a small white box.",switzerland,1,0,1
16279,great thanks guys click to expand... is it possible to order sn online in canada?,canada,1,1,1
4857,you can buy the latter here if you are in the uk. https://www.ukmeds.co.uk/domperidone,uk,1,0,1
4927,the pph is not some kind of bible or quran which is inquestionable and perfect like some people here seem to think.,quran,1,0,0
12118,or if anyone has a source for an ae that can get to me by sunday in canada id appreciate it.,canada,1,0,1
16486,antiemetic medicines γçô otc relief for nausea and vomiting γçô 811.novascotia.ca 811.novascotia.ca according to this article the only otc aes available in canada is either bismuth subsalicylate (pepto-bismol) or certain anthistamines such as gravol.,canada,1,0,0
1243,"hello, i live in germany and since sn is not being sold to individuals here, my only chance to get it is to order it online.",germany,1,0,1
6428,"edit: there are companies within the uk that sell it (like apc pure), but you have to contact them before ordering, because they don't sell sn to the general public",uk,1,1,0
10370,"(6) i read that it is ok, if it looks a little yellowish and clumps, right? (7) are there any other sources to obtain sn in europe, if it goes bad? (8) are four hours really the maximum time to die from 25 grams sn in 50ml water?",europe,1,1,1
12183,iγçöm in the u.k. the doctors would put me in a room with nothing in it but a bed for a week or so and send me on my way.,u.k.,1,0,1
3520,canada is making it really hard.,canada,2,0,0
7222,"there are also legal risk to ordering n. even when i was in canada, i couldn't order sn.",canada,1,0,0
14175,i live in california (if that matters) and wondering if it's legal to obtain n2 and is it better to order gas and equipment online or to go to a welding store?,california,1,0,1
12355,"since it's affinity is so high, methemoglobin cannot let the oxygen flow into other tissues that need it, thus depriving them of oxygen even while you're breathing.",methemoglobin,2,0,0
6341,"shawn shatto, 25, described feeling miserable at her warehouse job in pennsylvania.",pennsylvania,6,0,1
13556,although i have sn ordered from canada i would like a back up.,canada,1,1,0
5701,anyhow that's when i made the decision to just run away to alaska because of being close with nature and having a comfortable cabin sounds nice to me.,alaska,1,0,1
922,"this is sort of just a last resort before i order my dinitrophenol (it's not a pleasant way to go so i'd still prefer sn) if anyone in the uk had a good source of sn or has some they don't need that could send it to me then please dm, i'd be more than willing to pay.",uk,1,0,1
979,milk of magnesia.,magnesia,1,0,0
12176,"users on this forum who bought this brand from russia, and i know there are quite a few of you out there, be warned!",russia,1,1,0
1637,"citation acmt 2020 annual scientific meeting abstracts γçô new york, ny. j. med.",new york,1,0,0
5744,"(norway, sweden, canada, germany.)",norway,1,0,0
5744,"(norway, sweden, canada, germany.)",sweden,2,0,0
5744,"(norway, sweden, canada, germany.)",canada,3,0,0
5744,"(norway, sweden, canada, germany.)",germany,4,0,0
2768,i now officialy ended high school which should be a new chapter in everybody's life.,officialy,1,0,0
6646,"you may verify the location of the sn case by clicking on the ""article info"" tab to the left of the abstract to see which hospital the physicians who authored the paper were affiliated with (barts health nhs trust, the royal london hospital, london).",london,1,0,0
6646,"you may verify the location of the sn case by clicking on the ""article info"" tab to the left of the abstract to see which hospital the physicians who authored the paper were affiliated with (barts health nhs trust, the royal london hospital, london).",london,2,0,0
12735,i ordered from loudwolf and received sn to canada within a week.,canada,1,0,1
4004,"for example, for my body type, if i were to handcuff myself behind my back, it would be super easy for me to just bring them forward through under my feet.",handcuff,1,0,0
1235,"in fact, he already has in his pocket the one-way ticket to rome and the reservation of the giglio dellγçöopera hotel, in via principe amedeo 100 meters from termini station.",rome,1,0,0
10368,"another question that i just thought of, if it is ok to ask, i think, it has been asked a lot here, maybe something changed so i thought i should include it: is getting n from a difficult, if one lives in central europe?",central europe,2,0,1
5770,"i don't know laws in italy, sorry.",italy,1,0,0
809,"stemming from these two issues brews a lot of mental illness like severe chronic depression and anhedonia, social withdrawal, delusions and growing psychosis (sad that antipsychotics only made me vomit even at low doses).",anhedonia,1,0,0
5476,maybe someone knows where to order sn in germany or some proofly fast delivery from other (eu) countries?,germany,1,0,1
4363,"i found several sources for sn, one here in italy (doesn't seem to ask for a proof of use, or i could easily falsify one) and a few others from eastern europe.",italy,1,1,1
4363,"i found several sources for sn, one here in italy (doesn't seem to ask for a proof of use, or i could easily falsify one) and a few others from eastern europe.",eastern europe,2,1,0
13547,"(right now iγçöm stuck since they wonγçöt ship to canada apparently, but havenγçöt contacted them directly yet.)",canada,1,0,1
8637,in the uk! quite scary they knew what i bought and where.,uk,1,0,1
16089,"or maybe someone here is also from poland? please help me, if you have others sn/sa sources from other countries that are offering a good sn/sa for ctb (uk, germany, usa?)",poland,1,0,1
16089,"or maybe someone here is also from poland? please help me, if you have others sn/sa sources from other countries that are offering a good sn/sa for ctb (uk, germany, usa?)",uk,2,1,0
9607,do you know of any suppliers in europe?,europe,1,1,0
1004,i have a source but itγçÿs from the us.,us,1,1,0
10116,"three weeks ago, i come in contact with a girl from bolivia.",bolivia,1,0,0
461,"i was already buying ctb supplies, and looking up sn on a river in brazil.",brazil,1,0,0
6375,"here in germany, pretty much everything counts as dangerous chemicals.",germany,1,0,1
19024,i received from canada yesterday.,canada,1,1,0
15531,"a kind, genuine soul and if everyone else reading this isnγçöt already, get in on the charlotte fan club.",charlotte,1,0,0
4733,further reading: lidocaine induced methemoglobinemia - http://jaoa.org/article.aspx?articleid=2211844 topical lidocaine for anesthesia in patients - https://www.dmso.org/articles/pain/plaser.htm case studies of lidocaine induced methemoglobinemia (subscription) - https://www.amjmed.com/article/s0002-9343(01)00763-x/pdf poison.org article on lidocaine - https://www.poison.org/articles/lidocaine-can-cause-harmful-effects-172 blt cream ordering - https://edgepharmacy.com/services/dermatology/blt-cream/,anesthesia,1,0,0
9521,"sn you can get on ebay from poland, i've ordered mine and will see how that goes...",poland,1,1,0
6934,"i'll also order and renew my sn every two years in china, in case i need a reliable way to kill myself.",china,1,1,0
15731,"a bit about me: i am 37 years old, live in the us, was adopted.",us,1,0,1
13347,a legit chemical company? can you not just go in a shop and purchase it in america?,america,1,1,0
